timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,ema_50,rsi,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_pct_b,atr,signal_sma_20_50_cross,signal_rsi,signal_macd,signal_bb,composite_signal
2025-02-23 02:00:00,97638.8,97725.2,97020.0,97334.7,98.969,,,,97334.7,97334.7,97334.7,,0.0,0.0,0.0,,,,,,0,0,0,0,0.0
2025-02-23 03:00:00,97301.9,97846.7,96680.0,97800.0,131.724,,,,97406.28461538462,97369.16666666667,97352.94705882353,,37.117948717947,7.4235897435894005,29.694358974357602,,,,,,0,0,1,0,0.25
2025-02-23 04:00:00,97798.3,97800.0,97502.4,97712.7,47.484,,,,97453.42544378698,97394.61358024692,97367.05501730104,,58.811863540060585,17.70124450288364,41.110619037176946,,,,,,0,0,1,0,0.25
2025-02-23 05:00:00,97673.7,97815.2,97209.6,97611.2,77.562,,,,97477.69845243514,97410.65701874715,97376.62933034806,,67.04143368799123,27.569282339905158,39.47215134808607,,,,,,0,0,1,0,0.25
2025-02-23 06:00:00,97670.8,97814.3,97337.6,97804.0,51.036,,,,97527.89869052205,97439.79353587699,97393.38896445207,,88.1051546450617,39.67645680093647,48.42869784412523,,,,,,0,0,1,0,0.25
2025-02-23 07:00:00,97793.1,97890.9,96909.9,97205.2,150.857,,,,97478.25273813405,97422.41623692313,97386.00900506179,,55.83650121091341,42.90846568293186,12.92803552798155,,,,,,0,0,1,0,0.25
2025-02-23 08:00:00,97105.5,97502.4,96700.0,97210.7,126.49,,,,97437.09077842112,97406.7335527066,97379.13414211819,,30.357225714513334,40.398217689248156,-10.040991974734823,,,,,,0,0,-1,0,-0.25
2025-02-23 09:00:00,97210.7,97795.2,97118.0,97404.8,94.654,,,,97432.12296635633,97406.59032658019,97380.14064634885,,25.53263977613824,37.42510210662618,-11.892462330487938,,,,,,0,0,-1,0,-0.25
2025-02-23 10:00:00,97404.8,98000.0,96680.0,97999.8,181.813,,,,97519.45789460921,97450.53178387055,97404.4410131587,,68.92611073865555,43.72530383303206,25.200806905623494,,,,,,0,0,1,0,0.25
2025-02-23 11:00:00,97926.7,97999.8,97531.4,97789.6,81.177,,,,97561.01821851548,97475.64794802829,97419.54528715249,,85.37027048719756,52.05429716386516,33.3159733233324,,,,,,0,0,1,0,0.25
2025-02-23 12:00:00,97691.5,97900.1,97020.0,97339.5,137.713,,,,97526.93849259002,97465.56291484101,97416.40625628376,,61.375577749015065,53.91855328089514,7.457024468119926,,,,,,0,0,1,0,0.25
2025-02-23 13:00:00,97339.6,97887.0,97305.0,97632.7,91.953,,,,97543.20949373001,97477.9434396676,97424.88836388048,,65.26605406242015,56.188053437200146,9.078000625220007,,,,,,0,0,1,0,0.25
2025-02-23 14:00:00,97766.0,97800.1,97300.0,97595.7,120.368,,,,97551.28495623308,97486.66614784037,97431.58685941459,,64.6188083927118,57.874204428302484,6.744603964409315,,,,,,0,0,1,0,0.25
2025-02-23 15:00:00,97597.5,97800.1,97200.0,97573.9,239.805,,,,97554.76419373568,97493.12791466701,97437.16776688852,53.67705835331727,61.636279068668955,58.626619356375784,3.009659712293171,,,,,718.7928571428575,0,0,1,0,0.25
2025-02-23 16:00:00,97515.1,97620.0,96950.0,97404.8,159.431,,,,97531.6927793148,97486.58510617317,97435.89844269682,51.02434462401739,45.10767314163968,55.92283011342857,-10.815156971788888,,,,,716.278571428572,0,0,-1,0,-0.25
2025-02-23 17:00:00,97414.9,97887.0,96500.0,97632.7,286.957,,,,97547.23235172791,97497.40843164182,97443.61615082636,47.37304902176298,49.82392008609895,54.70304810796265,-4.8791280218637,,,,,732.0142857142865,0,0,-1,0,-0.25
2025-02-23 18:00:00,97725.2,97780.0,95583.9,96811.2,352.576,,,,97433.99660530823,97446.57817744612,97418.81551746062,38.496873803751434,-12.581572137889452,41.24612405879223,-53.827696196681686,,,,,867.6214285714294,0,0,-1,0,-0.25
2025-02-23 19:00:00,96756.3,97500.0,96750.0,96969.1,89.274,,,,97362.47405064543,97411.20942356122,97401.1796148151,41.9230672469749,-48.73537291579123,23.249824663875543,-71.98519757966677,,,,,877.9357142857158,0,0,-1,0,-0.25
2025-02-23 20:00:00,97014.4,97500.0,96721.6,97394.0,80.008,,,,97367.32419669998,97409.93465144557,97400.89806129294,45.12716900404089,-42.61045474559069,10.077768781982298,-52.68822352757299,,,,,899.4857142857155,0,0,-1,0,-0.25
2025-02-23 21:00:00,97394.0,97400.0,96600.1,96819.2,72.841,97452.275,,,97282.99739720767,97366.17652911627,97378.0863726148,45.38608654076022,-83.17913190860418,-8.573611356134997,-74.60552055246919,97452.275,98109.35186604744,96795.19813395255,0.01826412348971074,886.5500000000009,0,0,-1,0,-0.25
2025-02-23 22:00:00,96881.1,97509.9,95593.7,96562.4,210.575,97413.66,,,97172.13625917572,97306.63752695952,97346.09867172794,42.68993978756509,-134.5012677837949,-33.75914264166698,-100.74212514212792,97413.66,98181.30078880135,96646.01921119865,-0.05446506518317597,966.1071428571439,0,0,-1,1,0.0
2025-02-23 23:00:00,96562.4,97405.3,96562.4,97209.6,54.075,97384.14,,,97177.89991161022,97299.44956199956,97340.74578264057,48.00302819495031,-121.54965038933733,-51.317244191201056,-70.23240619813627,97384.14,98134.43777779785,96633.84222220215,0.38368618089722056,977.942857142859,0,0,-1,0,-0.25
2025-02-24 00:00:00,97144.5,97405.3,96426.1,96659.3,59.57,97331.47,,,97098.11530982403,97252.03107592552,97314.02241861545,36.159580399364025,-153.9157661014906,-71.83694857325897,-82.07881752823162,97331.47,98130.93769948902,96532.00230051098,0.07961403542030672,953.6000000000016,0,0,-1,0,-0.25
2025-02-24 01:00:00,96603.5,96976.0,96077.9,96720.0,48.543,97286.91,,,97039.94372369726,97212.62136659771,97290.72742180701,38.604789908804186,-172.67764290045307,-92.00508743869779,-80.67255546175528,97286.91,98119.39400370278,96454.42599629723,0.15950697101778222,984.2928571428586,0,0,-1,0,-0.25
2025-02-24 02:00:00,96720.0,96900.0,96100.0,96811.2,64.817,97237.26999999999,,,97004.75238158999,97182.88645055344,97271.92242487341,43.90559029139651,-178.1340689634526,-109.23088374364875,-68.90318521980385,97237.26999999999,98058.24836653331,96416.29163346667,0.24051082381188524,978.5714285714296,0,0,-1,0,-0.25
2025-02-24 03:00:00,96811.2,97200.0,96077.9,97012.5,80.096,97227.635,,,97005.94432288384,97170.26523199392,97261.748996447,42.69045823118994,-164.3209091100871,-120.24888881693643,-44.07202029315066,97227.635,98054.69859782186,96400.57140217813,0.3699404734009757,1017.1500000000015,0,0,-1,0,-0.25
2025-02-24 04:00:00,97110.0,97509.8,95900.2,97099.0,176.149,97222.05,,,97020.26058090171,97164.9863259203,97255.36668286084,44.21351848831525,-144.72574501858617,-125.14426005726638,-19.581484961319788,97222.05,98051.10129674316,96392.99870325685,0.42578866923953185,1096.4000000000015,0,0,-1,0,-0.25
2025-02-24 05:00:00,97099.0,97509.9,96950.0,97404.8,85.486,97222.05,,,97079.42049153222,97182.75030177805,97261.22681294473,48.152276054983815,-103.32981024583569,-120.78137009498025,17.45155984914456,97222.05,98051.10129674316,96392.99870325685,0.6102163404833421,1093.5285714285721,0,0,1,0,0.25
2025-02-24 06:00:00,97404.8,97509.9,95900.1,96624.0,105.204,97153.26,,,97009.35580052726,97141.36139053524,97236.23752616259,42.47436194001079,-132.00559000797512,-123.02621407757923,-8.97937593039589,97153.26,97937.70431663097,96368.81568336902,0.16265291953860195,1160.6571428571426,0,0,-1,0,-0.25
2025-02-24 07:00:00,96624.0,97308.0,96624.0,97102.8,58.958,97118.92000000001,,,97023.73183121538,97138.50499123633,97231.00468199934,45.12825227544368,-114.77316002095176,-121.37560326625375,6.602443245301984,97118.92000000001,97843.95489745408,96393.88510254594,0.48888329371688544,1110.4428571428568,0,0,1,0,0.25
2025-02-24 08:00:00,97102.8,97509.9,96680.0,96940.4,99.555,97098.965,,,97010.91154948993,97123.83054744104,97219.60841996016,51.351634096330045,-112.91899795111385,-119.68428220322578,6.765284252111925,97098.965,97820.39762814158,96377.53237185841,0.39010408330957613,1012.8571428571419,0,0,1,0,0.25
2025-02-24 09:00:00,96940.0,97500.0,96680.1,97368.1,138.656,97085.73500000002,,,97065.86361879918,97141.92458096393,97225.43161917741,53.951120969658525,-76.06096216474543,-110.95961819552971,34.89865603078428,97085.73500000002,97774.940318961,96396.52968103903,0.7048482449509174,1017.8499999999985,0,0,1,0,0.25
2025-02-24 10:00:00,97404.8,97500.0,96680.0,96932.3,241.516,97052.56499999999,,,97045.31536975315,97126.39683422586,97213.93626156262,45.43783719689342,-81.08146447270701,-104.98398745096517,23.902522978258162,97052.56499999999,97701.08426652376,96404.04573347622,0.4072772343028171,1020.8214285714275,0,0,1,0,0.25
2025-02-24 11:00:00,96932.3,97500.0,95601.2,95601.3,470.345,96953.935,,,96823.1591590219,97013.42669835727,97150.69562385428,39.53028557674136,-190.2675393353711,-122.04069782784637,-68.22684150752474,96953.935,97829.03671023888,96078.83328976111,-0.2728444500644102,1099.3142857142852,0,0,-1,1,0.0
2025-02-24 12:00:00,95601.3,97524.0,95601.2,96555.9,203.876,96911.49,,,96782.04236532623,96979.53583181229,97127.37030527176,49.95010822676962,-197.49346648606297,-137.1312515594897,-60.36221492657327,96911.49,97776.80835553218,96046.17164446783,0.29453226796435983,1099.7857142857142,0,0,-1,0,-0.25
2025-02-24 13:00:00,96556.0,97000.0,96555.9,96600.2,1021.559,96859.865,,,96754.0666168145,96951.43688130767,97106.69695996698,44.84537826498845,-197.37026449317636,-149.17905414622703,-48.19121034694933,96859.865,97665.12927247591,96054.6007275241,0.33877032120049916,1071.2999999999997,0,0,-1,0,-0.25
2025-02-24 14:00:00,96600.1,96920.0,95900.0,96594.8,724.283,96849.04500000001,,,96729.5640603815,96925.01933454414,97086.62256938005,49.39902726273224,-195.4552741626394,-158.43429814950952,-37.02097601312988,96849.04500000001,97662.83274285492,96035.2572571451,0.343789119317481,1074.2142857142858,0,0,-1,0,-0.25
2025-02-24 15:00:00,96759.4,96999.8,96200.0,96513.8,167.133,96826.28,,,96696.36958955358,96894.55864309642,97064.15893920828,48.085991163257006,-198.18905354283925,-166.38524922817547,-31.80380431466378,96826.28,97651.3223825795,96001.2376174205,0.3106279103971452,1067.1928571428568,0,0,-1,0,-0.25
2025-02-24 16:00:00,96514.5,96819.2,94956.0,96573.4,1360.598,96785.25,,,96677.45119116073,96870.76911397817,97044.91349061189,47.77964519140988,-193.31792281744129,-171.77178394602865,-21.546138871412637,96785.25,97572.15252322155,95998.34747677845,0.36538993474522125,1143.135714285714,0,0,-1,0,-0.25
2025-02-24 17:00:00,96573.4,96778.3,95200.0,96491.7,179.941,96768.875,,,96648.8740848283,96842.68992035015,97023.21884392122,45.02616801008517,-193.81583552184748,-176.18059426119243,-17.63524126065505,96768.875,97566.36186806533,95971.38813193467,0.3262197090013421,1175.7214285714279,0,0,-1,0,-0.25
2025-02-24 18:00:00,96480.5,96600.0,94000.0,94482.9,644.297,96664.9,,,96315.64730254703,96667.89066699088,96923.59849710079,31.72527487880184,-352.24336444384244,-211.39314829772243,-140.85021614612,96664.9,97961.67851535814,95368.12148464184,-0.34131560407498185,1246.4642857142846,0,0,-1,1,0.0
2025-02-24 19:00:00,94482.9,96100.0,94100.1,95806.0,152.946,96594.72,,,96237.24002523211,96604.04691388043,96879.77110505762,40.22140672782875,-366.80688864832337,-242.47589636784264,-124.33099228048073,96594.72,97919.00891997882,95270.43108002118,0.2022099980974634,1349.3214285714275,0,0,-1,0,-0.25
2025-02-24 20:00:00,95806.0,95809.2,94700.0,95078.8,68.473,96515.69499999999,,,96059.01848288871,96491.06566100041,96809.14478721222,40.48686187110599,-432.04717811169394,-280.39015271661293,-151.657025395081,96515.69499999999,98002.42325460886,95028.96674539112,0.016759368921117627,1313.5642857142852,0,0,-1,0,-0.25
2025-02-24 21:00:00,94985.1,95809.2,94648.1,95275.2,66.459,96443.45499999999,,,95938.43102398276,96401.00153796334,96748.9900896745,38.34290088021427,-462.57051398057956,-316.82622496940627,-145.7442890111733,96443.45499999999,98025.72048105113,94861.18951894884,0.13082838689500942,1347.6428571428562,0,0,-1,0,-0.25
2025-02-24 22:00:00,95275.2,95749.9,94592.5,95417.5,73.316,96373.76999999999,,,95858.28778952388,96328.14957218828,96696.7747920402,40.26141784650017,-469.861782664404,-347.43333650840583,-122.42844615599819,96373.76999999999,98009.69282291249,94737.84717708749,0.20772765481152006,1371.0357142857133,0,0,-1,0,-0.25
2025-02-24 23:00:00,95417.5,95700.0,91608.0,94717.0,1316.623,96258.995,,,95682.70505267405,96208.8051594336,96619.13656490138,33.6183991003126,-526.1001067595498,-383.1666905586346,-142.9334162009152,96258.995,98023.29604541196,94494.69395458803,0.06300116581296392,1604.7571428571423,0,0,-1,0,-0.25
2025-02-25 00:00:00,94638.5,95261.4,91524.0,93119.8,1068.132,96060.035,,,95288.41196764728,95979.98996243851,96481.90768000328,29.398796079151793,-691.5779947912379,-444.84895140515533,-246.72904338608254,96060.035,98267.33564083991,93852.7343591601,-0.16602504108393681,1813.1428571428562,0,1,-1,1,0.25
2025-02-25 01:00:00,93306.0,93990.0,92706.0,93026.4,119.251,95841.11499999999,,,94940.41012647077,95761.2055207764,96346.39757490512,33.937995134426956,-820.7953943056345,-520.0382399852512,-300.7571543203834,95841.11499999999,98336.53672980411,93345.69327019587,-0.06397581346318992,1769.2285714285701,0,0,-1,1,0.0
2025-02-25 02:00:00,93026.4,93990.0,92700.0,92923.3,185.446,95656.07999999999,,,94630.08549162911,95550.99029701519,96212.15845432061,24.646845337800116,-920.9048053860752,-600.211553065416,-320.6932523206592,95656.07999999999,98439.29442606804,92872.86557393194,0.009060463612808474,1724.0285714285699,0,1,-1,0,0.0
2025-02-25 03:00:00,92923.3,95000.0,92200.1,93471.4,333.669,95474.51,96554.826,,94451.82618522464,95396.94657131036,96104.67773062177,29.597798586295852,-945.1203860857204,-669.1933196694769,-275.9270664162435,95474.51,98333.11903672427,92615.90096327572,0.14963554402399187,1892.2999999999977,-1,1,-1,0,-0.25
2025-02-25 04:00:00,93473.2,93900.0,92210.0,92839.6,165.972,95269.47,96464.924,,94203.79138749777,95207.51349195403,95976.63546667583,27.362494273106435,-1003.7221044562611,-736.0990766268337,-267.62302782942743,95269.47,98270.11575162354,92268.82424837646,0.0951088197123432,1940.1571428571406,-1,1,-1,0,-0.25
2025-02-25 05:00:00,92933.0,93900.0,92550.6,93119.8,193.889,95057.055,96371.32,,94037.02348172889,95052.86804810558,95864.60270327677,30.019780064520603,-1015.8445663766906,-792.0481745768051,-223.79639179988555,95057.055,98033.55370218429,92080.5562978157,0.1745748623074588,1979.4142857142829,-1,0,-1,0,-0.5
2025-02-25 06:00:00,93349.2,93900.0,92200.1,93593.4,147.963,94890.11000000002,96288.93399999998,,93968.77371530906,94944.75930380146,95775.53593059926,33.27233536160938,-975.9855884924036,-828.8356573599249,-147.14993113247874,94890.11000000002,97797.49319593403,91982.726804066,0.2769970601375365,1967.7499999999968,-1,0,-1,0,-0.5
2025-02-25 07:00:00,93773.6,93900.0,90652.9,93400.0,838.928,94780.045,96204.71,,93881.27006679997,94830.33268870505,95682.37765881106,32.86026321916815,-949.0626219050755,-852.881050268955,-96.18157163612045,94780.045,97740.25539399844,91819.83460600156,0.2669008590068604,2086.949999999997,-1,0,-1,0,-0.5
2025-02-25 08:00:00,93400.0,93900.0,90004.5,91500.0,1019.65,94527.25,96078.63,,93514.92082575383,94583.6413784306,95518.3628486616,33.26150634658761,-1068.7205526767793,-896.0489507505199,-172.67160192625943,94527.25,97704.48628563195,91350.01371436805,0.023603262733435652,2179.4857142857113,-1,0,-1,0,-0.5
2025-02-25 09:00:00,91535.8,95000.0,91237.2,92788.9,254.519,94336.685,95990.304,,93403.22531409939,94450.69757262093,95411.32508989057,33.00436002298292,-1047.4722585215495,-926.3336123047259,-121.13864621682364,94336.685,97446.90188549875,91226.46811450124,0.25117732026720047,2305.4071428571406,-1,0,-1,0,-0.5
2025-02-25 10:00:00,92817.8,93300.1,89520.0,91507.5,2961.397,94082.31999999999,95876.24,,93111.57526577641,94232.68293761197,95258.23390989486,31.064759339575488,-1121.1076718355616,-965.288424210893,-155.8192476246686,94082.31999999999,97246.59613579762,90918.04386420237,0.09314233500816907,2496.1857142857125,-1,0,-1,0,-0.5
2025-02-25 11:00:00,91224.9,91999.0,89900.0,90192.7,622.875,93766.265,95731.998,,92662.51753258004,93933.42494223331,95059.58552127154,25.909353759230896,-1270.9074096532713,-1026.4122212993686,-244.49518835390268,93766.265,97162.21583795229,90370.31416204771,-0.0261508735731305,2563.17857142857,-1,1,-1,1,0.0
2025-02-25 12:00:00,90192.7,91900.1,90000.0,91483.9,1268.594,93511.79,95601.68,,92481.19175833695,93751.97865021603,94919.36255965305,33.18629462453826,-1270.7868918790773,-1075.2871554153105,-195.4997364637668,93511.79,96782.49964512844,90241.08035487155,0.189992353338298,2616.2285714285713,-1,0,-1,0,-0.5
2025-02-25 13:00:00,91474.7,91499.9,90199.9,90598.5,313.235,93217.12999999999,95457.858,,92191.54687243896,93518.38763908892,94749.91696907842,32.6698926993477,-1326.8407666499552,-1125.5978776622396,-201.24288898771556,93217.12999999999,96418.5845122654,90015.67548773458,0.09102495600554408,2416.7999999999997,-1,0,-1,0,-0.5
2025-02-25 14:00:00,90598.5,91999.0,86300.0,88706.9,1653.155,92928.33,95285.20599999999,,91655.4473536022,93161.98114730456,94512.9359114675,31.8800351485188,-1506.5337937023578,-1201.7850608702634,-304.74873283209445,92928.33,96649.00111608976,89207.65888391025,-0.06729416122601654,2556.914285714286,-1,0,-1,1,-0.25
2025-02-25 15:00:00,88560.1,91364.0,87500.2,89918.0,673.062,92633.93000000001,95130.912,,91388.14776074032,92921.68624750421,94332.74234631192,38.309539211409124,-1533.5384867638932,-1268.1357460489894,-265.40274071490376,92633.93000000001,96327.56020010899,88940.29979989103,0.13234949726154566,2741.1857142857148,-1,0,-1,0,-0.5
2025-02-25 16:00:00,89900.0,90000.0,89210.4,90000.0,222.032,92379.99,94978.998,,91174.58656678027,92705.26504398539,94162.83088175068,38.98820959053749,-1530.6784772051178,-1320.6442922802153,-210.03418492490255,92379.99,96064.21759791824,88695.76240208177,0.17700285382140662,2705.442857142858,-1,0,-1,0,-0.5
2025-02-25 17:00:00,89666.0,90000.0,89200.0,89714.5,246.804,92101.955,94821.81,,90949.95786419869,92483.72689257907,93988.38653344673,35.56248991230429,-1533.7690283803822,-1363.2692395002487,-170.49978888013356,92101.955,95704.60924051989,88499.30075948012,0.16865332604670422,2562.5928571428585,-1,0,-1,0,-0.5
2025-02-25 18:00:00,89624.4,90000.0,89164.0,89686.0,133.762,91815.38,94667.43400000001,,90755.50280816812,92276.48786349913,93819.6654929194,37.29165995035297,-1520.9850553310098,-1394.8124026664009,-126.1726526646089,91815.38,95213.5932702192,88417.16672978082,0.18669123585309033,2501.5928571428585,-1,0,-1,0,-0.5
2025-02-25 19:00:00,89686.0,90000.0,89164.0,89817.6,270.697,91570.41,94511.132,,90611.21006844995,92094.34802175846,93662.72174809904,36.53152785708459,-1483.1379533085128,-1412.4775127948233,-70.66044051368954,91570.41,94789.55745425081,88351.2625457492,0.22775245233245625,2464.92142857143,-1,0,-1,0,-0.5
2025-02-25 20:00:00,89718.3,91364.0,89164.0,90500.0,180.767,91439.42,94384.908,,90594.10082714996,91976.24816829487,93538.69344425201,37.59444328590451,-1382.1473411449115,-1406.411478464841,24.264137319929432,91439.42,94605.88323279309,88272.95676720691,0.3516609966806167,2500.642857142859,-1,0,1,0,0.0
2025-02-25 21:00:00,90500.0,91985.0,89164.0,90634.5,137.754,91319.825,94258.216,,90600.3160845115,91876.85941508785,93424.80350526173,38.85678827293312,-1276.5433305763436,-1380.4378488871414,103.89451831079782,91319.825,94413.76325262422,88225.88674737577,0.38924714327787313,2470.2071428571444,-1,0,1,0,0.0
2025-02-25 22:00:00,90727.0,91900.1,89199.9,91513.7,62.302,91249.345,94140.61,,90740.83668689436,91849.95871767393,93349.85826976127,50.06015050798639,-1109.1220307795738,-1326.1746852656279,217.05265448605405,91249.345,94252.37024340458,88246.31975659542,0.5440147815241626,2384.828571428574,-1,0,1,0,0.0
2025-02-25 23:00:00,91483.9,91800.0,89000.1,89864.2,442.892,91068.985,94001.51,,90605.96950429522,91702.86547932771,93213.16578859417,37.55309098027868,-1096.8959750324866,-1280.3189432189997,183.42296818651312,91068.985,93940.50638533215,88197.46361466785,0.2902183479889622,2316.050000000002,-1,0,1,0,0.0
2025-02-26 00:00:00,89640.9,91600.0,89200.0,90325.1,273.426,90943.26,93876.76399999998,,90562.75881132673,91600.80877715528,93099.90830668852,44.59014293296246,-1038.0499658285553,-1231.865147740911,193.81518191235568,90943.26,93706.51203025991,88180.00796974008,0.3881462868332998,2217.47142857143,-1,0,1,0,0.0
